ID	INDEX	LIST
1070	0	to laugh
1071	0	laughter
1072	0	to fill,to fill full
1073	0	to be filled,to be full,to be full
1074	0	age,generation,nation
1075	0	to derive one's pedigree,to recount a family's origin and lineage,to trace ancestry
1076	0	a genealogy,a record of descent or lineage
1077	0	a birthday celebration,a birthday feast
1078	0	birth,of birth,of geneology,of geneology of,origin,source
1079	0	birth,from birth
1080	0	begat,fathered,to be begotten,to be born,was born
1081	0	fruits of the earth,offspring,that which has been begotten
1082	0	Gennesaret
1083	0	begat,birth,engendering,nativity
1084	0	begotten,born
1085	0	family,kindred,nation,of nation,offspring,stock,tribe
1086	0	Gergesenes
1087	0	a council of elders,a senate,chief council,the sanhedrin
1088	0	an old man
1089	0	to eat,to take food,to take nourishment,to taste
1090	0	to practise agriculture,to till the ground
1091	0	a cultivated field,husbandry,tillage
1092	0	a husbandman,a vine dresser,tiller of the soil
1093	0	a region,a territory,a tract of land,arable land,earth,ground,land,region,the ground,the land,the land of
1094	0	old age
1095	0	to grow old
1096	0	be,becoming,came,came into being,come into being,coming into being,it became,it came to pass,to appear in history,to be,to be finished,to become,to begin to be,to come upon the stage,to receive being,work
1097	0	let preceive,to come to know,to consumate,to get a knowledge of,to know,to learn to know,to perceive,to understand,understood
1098	0	sweet wine,the sweet juice pressed of grapes
1099	0	sweet
1100	0	a tongue,tongue
1101	0	a case,a purse
1102	0	a fuller
1103	0	genuine,legitimately born,not spurious,sincere,true
1104	0	faithfully,genuinely,sincerely
1105	0	darkness,gloom
1106	0	that which is thought or known,the faculty of knowledge,the faculty of reason
1107	0	to gain knowledge of,to have thorough knowledge of,to make known
1108	0	knowledge,moral wisdom,understanding
1109	0	a connoisseur,an expert
1110	0	known,notable
1111	0	to grumble,to murmur,to mutter
1112	0	a murmur,murmuring,muttering
1113	0	a murmurer
1114	0	a howler,a juggler,a wailer
1115	0	Golgotha
1116	0	Gomorrha
1117	0	a lading,merchandise
1118	0	parents
1119	0	the knee,to kneel down
1120	0	to fall on the knees
1121	0	a document or record,a letter
1122	0	a clerk,a scribe,scribe
1123	0	written
1124	0	a writing,scripture,thing written
1125	0	it is written,to compose,to draw up in writing,to fill with writing,to write,written
1126	0	an old woman,old wives,old womanish
1127	0	to watch
1128	0	to exercise naked,to exercise vigorously
1129	0	exercise
1130	0	to be a light armed soldier,to be lightly or poorly clad
1131	0	naked,unclad,without clothing
1132	0	nakedness
1133	0	a little woman
1134	0	female,feminine,of or belonging to a woman
1135	0	a wife,a women,of women,wife,women
1136	0	Gog
1137	0	corner
1138	0	David,of David
1139	0	one to be under the power of a deity,to be under the power of a deity,under the power of a deity
1140	0	a spirit,deity,divinity,the divine power
1141	0	demon-like,proceeding from an evil spirit,resembling an evil spirit
1142	0	a god,a goddess
1143	0	bite
1144	0	tear
1145	0	to shed tears,to weep
1146	0	ring
1147	0	finger
1148	0	Dalmanutha
1149	0	Dalmatia
1150	0	to curb,to restrain,to tame
1151	0	heifer,young cow
1152	0	Damaris
1153	0	Damascenes
1154	0	Damascus
1155	0	borrow,to borrow,to have money lent to one's self,to lend money,to take a loan
1156	0	a loan
1157	0	a money lender,creditor
1158	0	Daniel
1159	0	to consume,to expend,to incur expense,to spend,to squander,to waste
1160	0	cost,expense
1161	0	also,and,but,even,for,moreover,nevertheless,now,so,then,yet
1162	0	a seeking,asking,entreating,entreaty to God,entreaty to man,indigence,need,penury,privation,want
1163	0	is right and proper,it behooves,it is necessary,needing,required,requiring,there is need of,was required
1164	0	a thing shown,example,pattern
1165	0	to make an example of,to show as an example
1166	0	to expose to the eyes,to give evidence,to show
1167	0	cowardice,fearfulness,timidity
1168	0	to be fearful,to be timid
1169	0	fearful,timid
1170	0	a certain one,such a one
1171	0	grievously,terribly
1172	0	to sup
1173	0	feast,supper
1174	0	pious,religious,revernce,superstitious
1175	0	pious,religious,revernce,superstitious
1176	0	ten
1177	0	twelve
1178	0	fifteen
1179	0	Decapolis
1180	0	fourteen
1181	0	tenth,tenth part,tithe
1182	0	tenth
1183	0	to pay tithes,to receive tithes
1184	0	acceptable,accepted
1185	0	to allure,to bait,to beguile,to beguile by blanishments,to catch by a bait,to deceive,to entice
1186	0	a tree,tree
1187	0	archer,javelinmen,slinger,spearmen
1188	0	on the right,right,right side
1189	0	to ask,to beg,to desire,to lack,to long for,to make supplications,to pray,to the thing asked for,to want
1190	0	of Derbe
1191	0	Derbe
1192	0	hide,leather,skin
1193	0	leathern,made of skin
1194	0	to beat,to flay,to skin,to smite,to thrash
1195	0	to bind together,to bind up,to put in chains
1196	0	to bind,to tie
1197	0	bundle
1198	0	a captive,a prisoner,bound,in bonds,prisoner
1199	0	band,bond
1200	0	jailor,keeper of the prison
1201	0	jail,prison
1202	0	prisoner
1203	0	lord,master
1204	0	here! come!,hither to,hither to this place,now
1205	0	come,come here,come hither,come now!,come!
1206	0	next day,on the second day
1207	0	second after the first
1208	0	the other,the other of two,the second
1209	0	approve,to approve,to embrace,to get,to give ear to,to learn,to make one's own,to not to reject,to receive,to receive favourably,to receive hospitality,to take hold of,to take up,to take with the hand
1210	0	bind,to be in bonds,to bind,to bind tie,to fasten,to forbid,to knit,to prohibit,to put under obligation,to tie,to wind
1211	0	at once,certainly,forthwith,in truth,now,really,surely,then,verily
1212	0	clear,evident,manifest
1213	0	to declare,to give one to understand,to indicate,to make known by relating,to make manifest,to signify
1214	0	Demas
1215	0	to address,to make a speech,to make an oration
1216	0	Demetrius
1217	0	artisan,builder,framer,maker,workman
1218	0	mass of people assembled,people
1219	0	belonging to the people,belonging to the public,in full view of all
1220	0	a Roman silver coin,denarius
1221	0	at any time,at last,just exactly,now at length
1222	0	doubtless,perhaps,truly,verily
1223	0	because of for this reason,by,by reason of,by the means of,during,in,on account of,on this account,regarding,therefore,through,throughout,with
1224	0	to cross over,to pass through
1225	0	to accuse,to calumniate,to defame,to send over,to slander,to throw across,to throw over,to traduce
1226	0	to affirm strongly,to assert confidently
1227	0	to look fixedly,to look through,to see clearly,to stare straight before one
1228	0	Accuser,to accuse,to oppose
1229	0	to announce everywhere,to announce through places,to carry a message through,to declare,to publish abroad
1230	0	to be between,to be through,to continue,to have elapsed,to have intervened,to have passed meanwhile,to intervene
1231	0	to ascertain exactly,to decide,to determine,to distinguish,to examine,to know accurately
1232	0	to discriminate,to make known thoroughly,to publish abroad
1233	0	decision,examination,opinion,to distinguish
1234	0	murmur
1235	0	to be awake,to be fully awake,to remain awake,to watch through
1236	0	lead across,send across,to lead through,to live,to pass
1237	0	to receive in succession,to receive in turn,to receive through another,to succeed to
1238	0	crown,diadem,ring of power
1239	0	to deliver,to distribute,to divide among,to give over
1240	0	a successor,succeeding
1241	0	to bind all around,to gird all around
1242	0	a compact,a covenant,a disposition,a testament,an agreement,an arrangement
1243	0	difference,distinction,distribution,diversity,division
1244	0	to cleave,to cut asunder,to distribute,to divide into parts,to part,to tear
1245	0	to cleanse thoroughly
1246	0	to confute in a contest,to confute with rivalry and effort
1247	0	ministered unto,to be a domestic,to be a minister,to be an attendant,to be served,to minister unto,to servant,to serve
1248	0	ministering,ministration,ministry
1249	0	attendant,deacon,minister,servant
1250	0	two hundred
1251	0	to hear,to hear fully,to hear one through,to hear to the end,to hear with care
1252	0	to contend,to decide,to discern,to discriminate,to doubt,to judge,to learn by discrimination,to make a distinction,to prefer,to separate,to try,to waver
1253	0	discerning,distinguishing,judging
1254	0	to hinder,to prevent
1255	0	to commune,to converse together,to talk with
1256	0	to argue,to converse,to discourse with one,to discuss,to mingle thought with thought,to ponder,to revolve in mind
1257	0	to cease,to intermit,to interpose a delay
1258	0	conversation,discourse,language,speech,tongue
1259	0	to be reconciled,to change,to change the mind of anyone,to reconcile,to renew friendship
1260	0	to bring together different reasons,to deliberate,to reason,to reckon up the reasons,to revolve in one's mind
1261	0	arguing,deliberating,disputing,doubting,hesitation,inward reasoning
1262	0	to dissolve
1263	0	to cause it to be believed,to confirm a thing by testimony,to give solemn testimony,to testify,to testify earnestly
1264	0	contend fiercely,to contend fiercely,to fight out
1265	0	to continue,to remain,to remain permanently,to stay permanently
1266	0	to be at variance,to be divided into opposing parts,to be in dissension,to cleave asunder,to cut in pieces,to distribute
1267	0	a distribution,a parting,dissension,disunion
1268	0	to distribute,to divide
1269	0	to beckon to,to nod to,to wink at
1270	0	thought
1271	0	imagination,mind,thoughts,understanding
1272	0	to cause to understand,to open,to open by dividing,to open by drawing asunder,to open one's soul,to open the mind of one,to open thoroughly
1273	0	to pass the whole night,to spend the night
1274	0	to accomplish fully,to bring quite to an end,to finish
1275	0	always,constantly,continually
1276	0	to cross over,to pass over
1277	0	to sail across
1278	0	to accomplish with great labour,to be troubled,to be worked up,to displeased,to exert one's self,to make complete by labour,to manage with pains,to offended,to pained,to strive,to work out laboriously
1279	0	go through,to carry across,to cause to pass through a place,to journey through a place,to travel through
1280	0	to be entirely at loss,to be in perplexity
1281	0	to earnestly undertake a business,to undertake a business for sake of gain
1282	0	to be rent with vexation,to be sawn through mentally,to divide by a saw,to saw asunder or in two
1283	0	to plunder
1284	0	to break asunder,to burst through,to rend,to rend asunder
1285	0	to declare,to explain,to make clear,to make plain,to unfold
1286	0	to agitate,to extort by intimidation,to make to tremble,to shake thoroughly,to terrify
1287	0	to disperse,to scatter abroad,to winnow
1288	0	break asunder,to rend asunder,to tear a man in pieces
1289	0	dispersed,scattered abroad,to disperse,to scatter abroad
1290	0	scattering,to be scattered,to dispersed,to scatter abroad
1291	0	to admonish,to be commanded,to charge,to dispose,to distinguish,to divide,to draw asunder,to give commandment,to order
1292	0	an interval,distance,space of time
1293	0	a difference,a distinction
1294	0	to corrupt,to distort,to pervert,to turn aside
1295	0	to bring safely through,to keep from perishing,to preserve through danger,to rescue,to save,to save out of danger
1296	0	a disposition,an arrangement,an ordinance
1297	0	a mandate,an injunction
1298	0	to agitate greatly,to trouble greatly
1299	0	to appoint,to arrange,to give order,to ordain,to prescribe
1300	0	to accomplish,to bring thoroughly to an end
1301	0	to keep carefully,to keep continually
1302	0	because of,by,for the sake of,through,with
1303	0	to arrange one's affairs,to dispose of one's affairs,to enter into a covenant,to make a covenant
1304	0	to consume,to pass time,to rub between,to rub hard,to spend time,to wear away
1305	0	sustenance
1306	0	to dawn,to shine through
1307	0	translucent,transparent
1308	0	carry hither and thither,to bear through any place,to carry different ways,to carry through any place,to surpass
1309	0	escape,to escape,to flee through danger
1310	0	to blaze abroad,to spread abroad,to spread abroad one's fame
1311	0	to change for the worse,to corrupt,to destroy,to kill,to ruin
1312	0	corruption,destruction
1313	0	different,excellent,surpassing,varying in kind
1314	0	to guard carefully
1315	0	to administer,to govern,to kill,to lay hands on,to manage,to move by the use of the hands,to slay,to take in hand
1316	0	to depart,to separate one's self,to separate thoroughly,to separate wholly
1317	0	apt and skilful in teaching
1318	0	instructed by one,precepts,taught,teachings,that can be taught
1319	0	doctrine,instruction,precepts,teaching,teachings,that which is taught
1320	0	doctor,master,teacher
1321	0	a teacher,taught,teach,teaching,to impart instruction,to teach
1322	0	doctrine,instructing,teaching,that which is taught
1323	0	a silver coin,didrachmon,double drachma,tribute,tribute money
1324	0	Didymus
1325	0	giving,grant,to bestow a gift,to deliver,to endue,to furnish,to give,to give over,to grant,to supply
1326	0	to arise,to awake,to raise,to render active,to stir up
1327	0	a way out through,entrances into the city,exit,highway,outlet,outlets of the country highways,the ways through which ways go out
1328	0	interpreter
1329	0	to explain,to expound,to interpret,to translate,to unfold the meaning
1330	0	go through,journey through,pass through,to walk,walk through,walked
1331	0	to asky many,to enquire out,to find out by asking
1332	0	of two years,two years old
1333	0	two years
1334	0	to declare,to describe,to recount,to relate in full,to set forth
1335	0	a narration,narrative
1336	0	continuous,continuously
1337	0	a projecting reef,lying between two seas,where two seas meet
1338	0	to go through,to penetrate,to pierce
1339	0	to depart,to disjoin,to part,to place separately,to put asunder,to stand apart
1340	0	to affirm stoutly,to assert confidently,to lean upon
1341	0	righteous judgment
1342	0	observing divine laws,of righteous,righteous
1343	0	acceptable to God,righteousness
1344	0	to declare one to be just,to declare one to be righteous,to render righteous,to show evince that one is righteous
1345	0	a righteous act,a righteous deed,an ordinance,judicial decision,judicial sentence,ordained by law
1346	0	agreeable to the law of rectitude. righteous,agreeably to right,as is right,just,properly,uprightly
1347	0	abjuring to be righteous,justification
1348	0	a judge,an arbitrator,an umpire
1349	0	a judicial decision,a judicial hearing,a suit at law,custom,execution of a sentence,just,punishment,right,the goddess Justice,usage
1350	0	net
1351	0	double tongued,repeating,saying the same thing twice
1352	0	on account of,wherefore
1353	0	to go about,to go throughout,to pass through,to travel here and there,to travel through
1354	0	Dionysius
1355	0	on which very account
1356	0	fallen from heaven,which fell down from Jupiter
1357	0	making straight,reformation
1358	0	to dig through
1359	0	Castor and Pollux
1360	0	because,for,on this account that
1361	0	Diotrephes
1362	0	double,twofold
1363	0	to double
1364	0	twice
1365	0	to doubt,to waiver
1366	0	twoedged,with two edges
1367	0	two thousand
1368	0	to filter through,to pour through a filter,to strain out,to strain through
1369	0	to cleave asunder,to cut into two parts,to sever
1370	0	dissension,division
1371	0	cut up by scourging,scourge severely,to cut one in two
1372	0	to be thirsty,to suffer from thirst,to suffer thirst,to thirst
1373	0	thirst
1374	0	divided in interest,double minded,doubting,uncertain,wavering
1375	0	a persecution,persecution
1376	0	persecutor
1377	0	mistreated,mistreating,to be mistreated,to drive away,to earnestly endeavour to acquire,to follow after,to hostily pursue,to make to flee,to make to run,to put to flight,to run after,to seek after eagerly,to suffer persecution
1378	0	decree,doctrine,ordinance
1379	0	to command,to decree,to enjoin,to lay down an ordinance
1380	0	I determined,I think,it seems good to,pleased me,reputed,suppose,think,to be accounted,to be of opinion,to seem
1381	0	to allow,to approve,to deem worthy,to discern,to examine,to like,to prove,to scrutinise,to test,to try
1382	0	a proof,a specimen of tried worth,approved,proving,trial,tried character
1383	0	a test,proved,the proving,trial
1384	0	acceptable,accepted,pleasing
1385	0	a beam,beam
1386	0	deceitful
1387	0	to deceive,to use deceit
1388	0	craft,deceit,guile,skill
1389	0	to corrupt,to ensnare
1390	0	gift
1391	0	a most glorious condition,brightness,estimate,judgment,most exalted state,opinion,splendour,view
1392	0	to adorn with lustre,to be of opinion,to celebrate,to clothe with splendour,to do honour to,to extol,to hold in honour,to honour,to magnify,to make glorious,to praise,to suppose,to think
1393	0	Dorcas
1394	0	a gift,a giving
1395	0	bestower,giver
1396	0	claim as one's slave,to lead away into slavery,to make a slave,to treat as a slave
1397	0	bondage,slavery,the condition of a slave
1398	0	be in bondage,do service,serve,to be a slave,to do service,to yield obedience
1399	0	a female slave,bondmaid,handmaid,handmaiden
1400	0	a slave,attendant,bond,bondman,servant
1401	0	a slave,attendant,bond,bondman,servant
1402	0	to make a slave of,to reduce to bondage
1403	0	a banquet,a feast
1404	0	a dragon,a great serpent,dragon
1405	0	to grasp with the hand,to take
1406	0	a drachma,piece,piece of silver,silver coin
1407	0	a hooked vine knife,a pruning-hook,a sickle
1408	0	course
1409	0	Drusilla
1410	0	able,is able,to be able,to be capable,to be strong and powerful
1411	0	ability,determination,mightiness,mighty,mighty works,strength power
1412	0	to confirm,to make strong,to strengthen
1413	0	a courtier,a high officer,a potentate,a prince,a royal minister of great authority
1414	0	to be able,to be mighty,to be powerful
1415	0	able,mighty,powerful,strong,to be able
1416	0	to be plunged into,to enter,to go into,to go under,to set,to sink in
1417	0	the twain,the two,two
1418	0	always used as a word,hard or
1419	0	hard to be borne
1420	0	bowel ailment,dysentery
1421	0	difficult to explain,hard to interpret
1422	0	always finding fault,difficult,difficult to please
1423	0	with difficulty
1424	0	west
1425	0	hard to be understood
1426	0	ill-repute
1427	0	twelve
1428	0	twelfth
1429	0	twelve tribes
1430	0	a building,a part of a building,house,house top
1431	0	gift
1432	0	freely,undeservedly
1433	0	to bestow,to present
1434	0	a benefaction,a bounty,a gift
1435	0	a gift,a present,an offering,gift,offering
1436	0	alone,indignation,wonder mixed with fear
1437	0	even if,if,in case
1438	0	herself,himself,itself,of itself,themselves,yourself
1439	0	to allow,to give up,to leave,to let,to let alone,to let go,to not to restrain,to permit
1440	0	seventy
1441	0	countless times
1442	0	seventh
1443	0	Heber
1444	0	Hebrew
1445	0	Hebrew
1446	0	Hebrew
1447	0	in Chaldee,in Hebrew
1448	0	approaching,to approach,to bring near,to draw or come near to,to join one thing to another
1449	0	to engrave,to enrol,to inscribe,to record,to write
1450	0	a sponsor,a surety
1451	0	near,soon
1452	0	nearer
1453	0	arose,aroused,to arouse,to arouse from sleep,to awake,to be arouse,to cause to rise,to rise
1454	0	a rising up,a rousing,excitation,resurrection
1455	0	spy
1456	0	consecration,dedication,feast of dedication
1457	0	to again,to consecrate,to dedication,to do anew,to initiate,to renew
1458	0	bring charge against,to be accused,to come forward as accuser
1459	0	abandon,desert,forsake,leave,leave helpless,totally abandoned,utterly forsaken
1460	0	to dwell among
1461	0	graff,graff in,graff into,graft in,ingraft,to inoculate
1462	0	accusation
1463	0	to be clothed with,to gird one's self
1464	0	a hindrance,to hinder
1465	0	to cut into,to hinder,to impede one's course
1466	0	self-control
1467	0	self-controlled
1468	0	controlling,curbing,mastering,restraining,robust,strong,temperate
1469	0	to judge among,to judge one worthy,to reckon among
1470	0	to conceal,to mingle
1471	0	big with child,pregnant
1472	0	anoint,besmirch,to rub in
1473	0	I,me,my
1474	0	to raze level with the earth,to throw to the ground
1475	0	base,bottom,ground
1476	0	firm,immovable,sedentary,sitting,steadfast
1477	0	a stay,prop,support
1478	0	Ezekias
1479	0	arbitrary worship
1480	0	to accustomed,to custom,to usage
1481	0	governor
1482	0	foreign,heathen,heathen man,strange
1483	0	after the manner of Gentiles
1484	0	a company,a multitude,a nation,a swarm,a tribe,a troop,Gentiles,nation,people
1485	0	custom
1486	0	custom,to be accustomed,usage
1487	0	if,whether
1488	0	thou art,you are
1489	0	as,if,inasmuch,indeed,since
1490	0	but if not,otherwise
1491	0	form,kind,outward appearance,shape
1492	0	I know,perceiving,saw,see,seeing,seek,to examine,to inspect,to know,to perceive,to see
1493	0	idol's temple
1494	0	things offered in sacrifice to idols,things offered unto idols,things sacrificed unto idols
1495	0	worship of gods
1496	0	a worshipper of a god idol,idolater
1497	0	an image,likeness,the image of a god
1498	0	to be,to be present,to exist,to happen
1499	0	although,even,if
1500	0	in vain,inconsiderably,without just cause,without purpose
1501	0	twenty
1502	0	to yield
1503	0	to be like
1504	0	figure,image,likeness
1505	0	ingenuousness,purity,sincerity
1506	0	pure,sincere,unsullied
1507	0	to roll together,to roll up
1508	0	but,except,if not
1509	0	except,unless indeed,unless perhaps
1510	0	Am,to be,to be present,to exist,to happen
1511	0	to be,to be present,to exist,to happen
1512	0	if after all,if indeed,since
1513	0	if after all,if indeed,since
1514	0	be at peace,harmony,live in peace,to cultivate peace,to keep peace,to make peace
1515	0	a state of national tranquillity,concord,felicity,harmony,peace,peace between individuals,prosperity,safety,security
1516	0	loving peace,peaceable,peaceful
1517	0	to establish harmony,to make peace
1518	0	loving peace,peacemakers
1519	0	among,for,to,towards,unto,with
1520	0	a certain,any,one
1521	0	to bring in,to lead in
1522	0	a request,assent to,hear,to be heard,to give heed to,to listen to
1523	0	to receive kindly,to treat with favour
1524	0	to enter,to go into
1525	0	enter,entering,to come in,to enter
1526	0	are,be,have,they are,were
1527	0	one,one after another
1528	0	to call in,to invite in
1529	0	an entrance,entrance,to enter,to enter into
1530	0	to rush in impetuously,to spring in
1531	0	entering,to enter,to go into,to put into
1532	0	to run in
1533	0	lead,to bring in,to bring into,to bring to,to lead into
1534	0	after that,next,then
1535	0	if,or,or whether,whether
1536	0	whatever,whoever
1537	0	away from,by,from,of,out of
1538	0	each,every
1539	0	always,at every time
1540	0	a hundred
1541	0	a hundred years old,Centenarian
1542	0	a hundred times as much,hundredfold
1543	0	a centurion,centurion,the centurion
1544	0	remove,to banish,to be deprived of power,to be send out,to cast out,to compel to depart,to drive out,to expel,to remove,to send out
1545	0	a way out,an egress,an exit
1546	0	a casting out,lighten the ship
1547	0	to be given in marriage,to give in marriage,to marry
1548	0	to be given in marriage,to give in marriage,to marry
1549	0	a son,begotten,born,children,daughter,descendants,grandchildren,offspring,sprung from one
1550	0	spend,to be wholly spent,to exhaust by expending,to spend wholly,use up
1551	0	to accept,to await,to expect,to look for,to receive,to wait for
1552	0	clear,conspicuous,evident
1553	0	to depart,to emigrate,to go abroad
1554	0	to farm out,to give out,to give over,to give up,to let out for hire,to let out for one's advantage
1555	0	to declare,to narrate in full or wholly,to relate,to tell
1556	0	to avenge,to defend,to do one justice,to protect,to revenge
1557	0	a revenging,punishment,vengeance
1558	0	avenger,revenger,without law and justice
1559	0	to banish,to drive out,to pursue
1560	0	delivered up,given over
1561	0	expectation,interpretation,reception,succession,waiting
1562	0	to strip,to take off,to unclothe
1563	0	in that place,there,thither,to that place
1564	0	from that place,from thence,thence
1565	0	he,that,the same,they,those
1566	0	at that place,there
1567	0	to demand back,to require,to search for,to seek out
1568	0	to alarm thoroughly,to be struck with terror,to be thoroughly amazed,to be thoroughly astounded,to terrify,to throw into amazement,to throw into terror
1569	0	dreadful,terrifying,to be amazed,to be quite astonished,to marvel greatly,to wonder greatly
1570	0	to cast out,to exposed
1571	0	to clean thoroughly,to cleanse,to cleanse out
1572	0	to be kindled,to burn,to burn out,to set on fire
1573	0	to be exhausted,to be utterly spiritless,to be wearied out
1574	0	to dig out,to dig through,to pierce,to put out,to transfix
1575	0	to break off,to cut off
1576	0	to exclude,to prevent approach,to shut out,to turn out of doors
1577	0	a gathering of citizens,assembly,assembly of adherants,church,circle of adherants
1578	0	to deviate,to shun,to turn aside,to turn away,to turn away from
1579	0	to swim out of
1580	0	to carry out
1581	0	to cut down,to cut off,to cut out
1582	0	to hang from
1583	0	to divulge,to speak out
1584	0	to shine forth
1585	0	to cause to forget,to forget
1586	0	choosing one for an office,choosing one out of many,make choice,to be chosen,to choose,to pick,to pick out
1587	0	to cease,to fail,to leave,to leave off,to leave out,to omit,to pass by,to quit,to stop
1588	0	to be chosen,to be chosen by God,to be picked out
1589	0	choosing,person chosen,thing chosen
1590	0	faint
1591	0	to wipe away,to wipe off
1592	0	to deride by turning up the nose,to scoff at,to sneer at
1593	0	to avoid a thing,to bend to one side,to escape,to escape by swimming,to slip away secretly,to swim away,to take one's self away,to turn one's self
1594	0	to become sober,to return to one's self from drunkenness,to return to soberness of mind
1595	0	voluntary
1596	0	voluntarily,willingly
1597	0	from of old,of a long time
1598	0	to prove thoroughly,to put to proof,to test thoroughly
1599	0	to send away,to send forth
1600	0	to spread out,to stretch forth
1601	0	to fall down from,to fall off,to fall out of
1602	0	to depart by ship,to sail away,to sail from
1603	0	to fill full,to fill up completely
1604	0	a completing,a fulfilment
1605	0	astonished,to be amazed,to be astonished,to cast off by a blow,to drive out,to drive out or away,to expel by a blow,to strike one out of self-possession,to strike out,to strike with panic,to strike with shock
1606	0	to breathe one's last,to expire,to give up the ghost
1607	0	to come,to come forth,to depart,to go,to go forth,to go out,to issue,to proceed
1608	0	to go a whoring
1609	0	to loathe,to reject,to spit out,to spurn
1610	0	to pluck up by the roots,to root out
1611	0	to amazement,to astonishment,to be amazed
1612	0	to change for the worse,to corrupt,to invert,to pervert,to tear up,to turn inside out,to turn or twist out
1613	0	to agitate exceedingly,to trouble exceedingly
1614	0	over,stretching forth,to stretch forth,to stretch out,towards
1615	0	to complete,to finish
1616	0	earnestness,extension,intentness
1617	0	more earnestly,more intently
1618	0	stretched out
1619	0	earnestly,fervently,intensely
1620	0	to . to place or set out,to exhibit,to expose,to put outside,to set up
1621	0	to shake off
1622	0	besides,beyond,except,outside,outside of,the exterior,the outside
1623	0	12 o'clock,sixth
1624	0	to be turned aside,to shun,to turn aside,to turn away from,to turn off,to turn out,to twist out
1625	0	to bring up,to nourish
1626	0	abortive birth,an abortion,an untimely birth
1627	0	to bear forth,to bring,to bring forth,to carry out,to lead out,to produce,to the dead for burial
1628	0	to escape,to flee away,to flee out of,to seek safety in flight
1629	0	to frighten away,to terrify,to throw into violent flight
1630	0	exceedingly frightened,stricken with fear or terror,terrified
1631	0	to cause to grow out,to generate from,to produce from,to put forth
1632	0	shedding,to pour out,to shed forth
1633	0	to depart from
1634	0	to breathe out one's life,to expire
1635	0	voluntary,willing,willingly
1636	0	an olive,an olive tree,olives
1637	0	olive oil
1638	0	Mount of Olives,olive orchard
1639	0	Elamites
1640	0	less,under,worse,younger
1641	0	to be inferior,to be less,to diminish,to make less
1642	0	to be made inferior,to be made less,to decrease in authority,to decrease in popularity,to make inferior,to make less
1643	0	to drive
1644	0	lightness
1645	0	agile,light,light in weight,quick
1646	0	least,smallest least,the least
1647	0	less than the least,lower the lowest
1648	0	Eleazar,Lazarus
1649	0	rebuke,refutation
1650	0	a proof,admonition,reproof
1651	0	to admonish,to call to account,to chasten,to chide,to confute,to convict,to correct,to demand an explanation,to expose,to find fault with,to punish,to refute,to reprehend severely,to reprove,to show one his fault
1652	0	to be miserable,to be pitied
1653	0	to bring help to the wretched,to experience mercy,to have mercy,to have mercy on,to help one afflicted,to help one seeking aid,to help the afflicted
1654	0	alms,mercy,pity
1655	0	merciful
1656	0	mercy
1657	0	liberty
1658	0	at liberty,exempt,free,free man,free woman,freeborn,not bound by an obligation,unrestrained
1659	0	to make free,to set at liberty
1660	0	a coming,an advent
1661	0	ivory
1662	0	Eliakim
1663	0	Eliezer
1664	0	Eliud
1665	0	Elisabeth
1666	0	Eliseus
1667	0	to fold together,to roll up
1668	0	a sore,an ulcer
1669	0	to be full of sores,to be ulcerated,to cause to ulcerate,to make sore
1670	0	to drag off,to draw
1671	0	Greece
1672	0	Gentile,Greek
1673	0	Greek
1674	0	a greek women
1675	0	a hellenist
1676	0	Greek
1677	0	to lay to one's charge,to reckon in,to set to one's account
1678	0	Elmodam
1679	0	hopefully to trust in,to hope
1680	0	expectation of evil,expectation of fear,expectation of good,expectation of hope,having hope,in hope,on hope
1681	0	Elymas
1682	0	Eloi
1683	0	I myself,me,mine own,mine own self,myself
1684	0	to go,to go into,to step into
1685	0	to cast into,to throw in
1686	0	to dip in
1687	0	to enter,to frequent,to go into details,to haunt,to investigate,to scrutinise minutely,to search into
1688	0	to cause to enter,to lead in,to put in,to put on
1689	0	to consider,to look at,to turn one's eyes on
1690	0	to charge with earnest admonition,to sternly to charge,to threatened to enjoin
1691	0	I,me,my,myself,of me
1692	0	to throw up,to vomit,to vomit forth
1693	0	to rage against
1694	0	Emmanuel
1695	0	Emmaus
1696	0	continue
1697	0	Emmor
1698	0	I,me,mine,my,of me
1699	0	I,mine,mine own,my,of me
1700	0	me,mine,my
1701	0	a mocking,a scoffing
1702	0	deceived,to be deceive,to deceive,to delude,to mock,to trifle with
1703	0	a mocker,a scoffer
1704	0	to go about in,to walk in
1705	0	to fill full,to fill up
1706	0	to fall,to fall into
1707	0	to inweave
1708	0	a braiding,a knot,an interweaving
1709	0	to breath on,to breathe in,to inhale
1710	0	to deal in,to go a trading,to trade,to traffic,to travel for business
1711	0	merchandise,trade
1712	0	a mart,a seaport,an emporium
1713	0	a merchant,merchant
1714	0	to burn,to destroy by fire
1715	0	against,at,before,in one's sight,in the presence of,in the sight of,of
1716	0	to spit upon
1717	0	manifest
1718	0	to appear,to be manifest,to come to view,to declare,to disclose,to exhibit to view,to indicate,to make known,to manifest,to show one's self
1719	0	affrighted,terrified,thrown into fear
1720	0	to blow upon,to breathe on
1721	0	implanted by nature,inborn
1722	0	among,at,by,in,is in,on,through,upon,with,within
1723	0	to embrace,to take into one's arms
1724	0	marine,things in the sea
1725	0	before
1726	0	opposite,over against
1727	0	opposite,over against
1728	0	to begin,to make a beginning
1729	0	destitute,needy
1730	0	evidence,proof,token
1731	0	to display,to manifest,to point out,to put forth,to show
